week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,10.3,6.0,24.4,8.0,26.0,80.6,32.0
2,11.5,20.3,32.7,7.9,6.0,89.1,17.0
3,2.1,7.5,21.9,5.8,4.0,119.6,3.0
4,6.7,6.9,18.6,1.0,4.0,105.6,10.0
5,0.0,40.7,21.8,0.0,16.0,107.4,23.0
6,24.4,21.6,34.9,19.3,4.0,109.2,23.0
7,34.8,15.6,46.6,14.7,14.0,77.6,37.0
8,11.5,24.2,10.8,14.0,5.0,97.1,25.0
9,11.5,18.9,32.3,5.1,7.0,56.5,13.0
10,28.7,36.2,22.7,14.4,7.0,34.5,31.0
11,28.1,8.3,43.9,5.5,17.0,61.2,28.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,19.6,18.7,28.2,15.0,11.0,68.2,26.0
14,23.5,24.3,51.9,17.4,16.0,79.7,32.0
15,0.0,16.7,46.9,22.0,15.0,59.8,25.0
16,6.0,21.3,35.6,8.1,8.0,59.4,19.0
17,29.6,17.4,53.8,5.8,8.0,73.6,40.0
