week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,18.6,42.6,42.2,3.3,9.0,66.2,20.0
2,15.8,15.0,29.6,2.0,13.0,76.8,18.0
3,30.9,41.6,62.6,14.8,12.0,68.2,47.0
4,23.5,17.2,79.1,10.1,6.0,75.3,24.0
5,48.6,27.0,63.1,14.9,10.0,143.1,34.0
6,28.6,27.2,39.8,25.2,4.0,64.3,35.0
7,20.8,22.5,10.1,24.4,5.0,105.8,16.0
8,14.3,30.5,28.7,16.8,12.0,90.1,30.0
9,29.9,32.9,30.1,15.4,4.0,59.5,28.0
10,0.0,20.1,16.1,24.4,0.0,25.0,12.0
11,36.4,46.8,73.6,18.8,12.0,36.8,52.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,14.4,23.0,34.4,18.5,13.0,84.0,23.0
14,7.0,17.7,25.2,10.3,7.0,59.4,6.0
15,0.8,17.2,14.6,10.2,14.0,100.6,32.0
16,32.8,26.1,11.4,20.9,7.0,72.4,19.0
17,0.0,15.0,17.5,18.7,0.0,72.7,13.0
