week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,9.6,7.2,17.8,1.4,5.0,132.9,10.0
2,12.9,19.7,42.5,10.3,17.0,116.4,19.0
3,10.9,33.6,21.7,32.0,0.0,61.9,15.0
4,7.5,21.4,38.2,0.0,20.0,96.1,26.0
5,21.1,19.9,39.1,22.4,13.0,68.2,26.0
6,25.9,52.7,54.2,9.5,9.0,92.9,51.0
7,14.1,4.4,20.0,15.6,18.0,76.4,33.0
8,24.1,34.5,34.6,9.1,9.0,85.2,26.0
9,9.7,42.9,23.5,12.7,6.0,101.2,23.0
10,10.2,35.3,38.9,9.5,2.0,68.4,17.0
11,26.6,13.4,54.6,22.0,0.0,104.1,14.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,15.6,22.5,40.8,2.3,3.0,75.8,21.0
14,15.0,20.1,27.4,9.5,3.0,70.4,11.0
15,23.6,13.3,37.9,7.8,0.0,77.8,20.0
16,12.6,42.8,29.1,9.5,13.0,38.3,34.0
17,25.9,22.2,31.8,17.0,15.0,67.2,25.0
