week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,29.7,26.2,58.5,1.5,15.0,95.9,37.0
2,0.0,14.7,44.8,4.6,0.0,112.7,18.0
3,25.4,36.6,52.9,14.9,8.0,103.7,33.0
4,17.0,26.7,28.1,3.2,0.0,131.8,14.0
5,8.7,15.1,6.7,13.6,9.0,104.0,13.0
6,19.0,26.6,66.2,20.3,13.0,112.8,30.0
7,0.0,11.2,4.9,14.5,1.0,132.7,7.0
8,9.9,25.5,21.4,4.4,1.0,122.5,15.0
9,0.0,11.2,27.9,21.3,4.0,88.0,22.0
10,18.1,15.8,24.5,12.3,4.0,96.4,28.0
11,18.7,33.8,20.2,12.5,6.0,83.7,26.0
12,0.0,4.4,41.7,18.9,10.0,107.7,34.0
13,16.2,9.1,18.5,8.6,9.0,130.2,19.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,10.1,21.6,11.0,17.1,10.0,89.6,19.0
16,11.7,27.0,34.8,0.0,18.0,117.9,33.0
17,11.2,26.7,28.9,16.0,0.0,107.2,24.0
