week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,17.8,8.5,15.5,14.1,3.0,99.4,10.0
2,2.0,21.5,4.0,8.1,3.0,98.6,3.0
3,4.3,12.1,55.7,8.5,7.0,75.4,20.0
4,18.0,10.5,16.3,23.9,4.0,80.4,17.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,20.7,5.8,40.5,22.8,5.0,108.0,16.0
7,20.4,18.6,22.6,12.3,5.0,98.9,17.0
8,12.1,19.8,26.7,15.6,7.0,119.3,8.0
9,10.1,7.0,39.6,14.1,3.0,106.2,10.0
10,19.1,18.4,29.7,2.4,4.0,104.1,17.0
11,29.0,22.1,65.7,4.8,7.0,122.4,27.0
12,40.6,28.2,40.5,17.2,7.0,81.3,30.0
13,2.1,28.7,35.6,1.5,7.0,90.5,13.0
14,14.1,12.0,14.7,16.1,0.0,72.3,19.0
15,28.0,29.1,59.1,4.4,18.0,67.4,40.0
16,21.0,25.0,34.1,10.4,12.0,91.2,27.0
17,18.0,6.4,30.9,4.9,1.0,142.7,7.0
