week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,22.2,32.7,20.0,11.2,0.0,105.3,28.0
2,5.5,39.4,17.4,11.3,4.0,98.1,10.0
3,9.4,14.6,21.0,18.2,5.0,175.9,10.0
4,23.7,63.5,34.7,3.6,5.0,75.0,35.0
5,15.9,14.7,55.2,10.0,16.0,73.6,23.0
6,23.7,22.7,48.1,7.7,6.0,108.2,20.0
7,0.0,11.9,26.0,21.9,4.0,137.9,10.0
8,18.2,19.9,31.5,10.6,4.0,138.5,10.0
9,17.5,37.5,36.5,9.6,9.0,116.6,27.0
10,23.1,24.5,46.1,3.2,15.0,104.8,20.0
11,33.8,7.7,22.7,23.2,0.0,113.7,21.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,22.2,17.3,21.5,1.7,2.0,108.8,10.0
14,20.8,27.1,75.2,2.1,8.0,132.6,44.0
15,41.1,35.9,63.0,18.1,5.0,152.7,42.0
16,17.4,17.9,36.7,23.4,3.0,94.4,21.0
17,13.9,14.2,19.5,26.0,0.0,129.6,14.0
