week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,0.0,49.4,31.5,4.7,4.0,62.7,28.0
2,13.4,26.1,36.5,11.7,22.0,66.1,21.0
3,16.5,10.5,13.8,6.9,0.0,91.6,15.0
4,16.7,21.8,48.7,11.9,11.0,62.4,20.0
5,4.3,20.6,14.4,7.7,9.0,96.4,20.0
6,19.8,14.9,32.5,3.0,5.0,60.3,17.0
7,26.4,28.2,20.7,5.4,4.0,40.7,28.0
8,33.4,9.8,31.8,9.8,14.0,75.0,26.0
9,19.9,24.5,26.9,3.7,9.0,64.4,27.0
10,12.0,33.5,17.9,10.1,10.0,65.4,20.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,18.7,46.9,29.7,7.6,6.0,61.5,30.0
13,0.0,7.8,34.3,8.3,9.0,75.5,27.0
14,12.0,22.1,4.3,23.0,0.0,84.0,14.0
15,55.2,27.7,57.4,14.1,5.0,70.2,35.0
16,6.4,28.4,32.5,1.7,0.0,62.9,34.0
17,15.3,31.9,59.5,0.0,8.0,139.3,33.0
