week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,14.7,16.0,32.0,8.7,9.0,95.7,20.0
2,18.8,5.5,35.0,0.0,10.0,114.6,20.0
3,18.7,5.0,41.0,7.6,0.0,100.8,13.0
4,20.5,44.0,19.1,15.3,2.0,127.5,29.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3.2,6.9,33.2,4.1,12.0,164.2,9.0
7,0.0,29.9,42.6,1.5,15.0,120.5,29.0
8,0.0,17.9,37.2,6.7,2.0,125.0,14.0
9,10.9,29.8,34.7,7.6,5.0,80.9,14.0
10,9.8,18.1,33.0,10.8,12.0,98.5,23.0
11,0.0,6.6,18.3,3.9,8.0,197.6,6.0
12,13.0,3.5,28.2,0.0,19.0,109.4,6.0
13,26.1,9.4,56.9,7.4,2.0,105.3,20.0
14,14.5,25.6,22.3,14.3,7.0,131.7,31.0
15,41.3,54.5,27.4,15.5,14.0,163.1,48.0
16,22.8,8.6,76.8,10.4,5.0,132.3,17.0
17,47.4,21.8,44.7,19.2,2.0,137.7,34.0
