week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,11.4,33.7,29.9,9.7,8.0,83.4,26.0
2,39.1,26.7,37.2,27.5,0.0,73.8,41.0
3,25.8,3.5,60.5,7.2,5.0,91.5,24.0
4,11.5,38.1,32.6,6.4,7.0,78.6,24.0
5,16.0,18.9,23.3,24.8,0.0,86.4,24.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,19.9,6.7,11.4,19.3,16.0,77.7,15.0
8,0.0,13.3,27.3,11.0,8.0,96.8,20.0
9,19.0,19.0,66.3,6.7,2.0,89.5,20.0
10,8.2,10.5,36.9,7.5,15.0,93.8,23.0
11,18.0,16.1,39.9,19.8,17.0,101.7,22.0
12,15.1,46.2,24.3,5.9,13.0,62.7,37.0
13,14.6,15.9,13.4,20.9,9.0,85.2,14.0
14,51.9,18.7,54.5,1.5,6.0,135.2,42.0
15,22.6,11.5,7.7,10.1,9.0,116.7,6.0
16,0.0,17.2,15.4,20.8,2.0,87.0,9.0
17,16.0,14.4,30.2,34.6,3.0,83.5,9.0
