id,name,team,position,bye_week,drafted,locked,fantasy_points,average_draft_position,player_rating,injury_status,week_1_points,week_2_points,week_3_points,week_4_points,week_5_points,week_6_points,week_7_points,week_8_points,week_9_points,week_10_points,week_11_points,week_12_points,week_13_points,week_14_points,week_15_points,week_16_points,week_17_points
3918298,Josh Allen,BUF,QB,7,0,0,397.8,24.2,98.1,ACTIVE,21.6,23.1,21.7,24.9,26.1,25.4,,26.6,26.3,27.4,24.9,24.9,24.9,24.9,24.9,24.9,24.9
3139477,Patrick Mahomes,KC,QB,12,0,0,366.1,26.7,100.0,ACTIVE,22.2,23.9,23.2,23.2,21.9,26.0,26.2,23.9,22.0,20.7,22.2,,22.2,22.2,22.2,22.2,22.2
2330,Tom Brady,TB,QB,9,0,0,348.3,79.8,97.2,ACTIVE,21.5,21.1,19.8,20.0,23.0,23.1,21.4,21.0,,25.2,21.7,21.7,21.7,21.7,21.7,21.7,21.7
3116406,Tyreek Hill,KC,WR,12,0,0,328.0,10.9,99.7,ACTIVE,18.2,20.8,18.5,17.7,19.4,21.6,21.8,20.2,20.3,19.7,21.6,,21.6,21.6,21.6,21.6,21.6
4040715,Jalen Hurts,PHI,QB,14,0,0,328.0,126.5,99.1,QUESTIONABLE,19.6,18.9,20.9,22.2,19.3,21.4,22.4,23.5,21.6,19.5,19.8,19.8,19.8,,19.8,19.8,19.8
4038941,Justin Herbert,LAC,QB,7,0,0,320.7,116.9,94.4,ACTIVE,17.8,21.0,20.3,20.8,19.2,24.3,,20.9,20.8,20.5,19.3,19.3,19.3,19.3,19.3,19.3,19.3
4241457,Najee Harris,PIT,RB,7,0,0,317.3,9.3,98.6,ACTIVE,14.7,18.6,17.5,17.1,17.3,22.6,,21.4,22.0,21.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6
2577417,Dak Prescott,DAL,QB,7,0,0,315.6,57.2,91.7,ACTIVE,20.8,20.3,19.5,18.4,22.1,19.5,,,21.0,21.5,21.8,21.8,21.8,21.8,21.8,21.8,21.8
16800,Davante Adams,GB,WR,13,0,0,313.0,11.9,99.0,ACTIVE,19.9,17.9,19.8,20.3,21.9,21.9,23.2,,18.6,21.2,21.4,21.4,,21.4,21.4,21.4,21.4
3068267,Austin Ekeler,LAC,RB,7,0,0,293.0,20.7,99.1,ACTIVE,15.0,17.4,17.6,17.9,17.2,20.2,,18.1,18.7,19.1,18.8,18.8,18.8,18.8,18.8,18.8,18.8
14876,Ryan Tannehill,TEN,QB,13,0,0,288.8,159.9,89.8,ACTIVE,18.3,17.3,16.9,16.1,18.4,15.6,19.4,17.7,18.2,17.0,19.0,19.0,,19.0,19.0,19.0,19.0
3915511,Joe Burrow,CIN,QB,10,0,0,288.7,154.4,88.0,QUESTIONABLE,16.4,17.0,15.1,17.5,17.4,18.3,18.7,19.0,19.2,,18.6,18.6,18.6,18.6,18.6,18.6,18.6
16757,Derek Carr,LV,QB,8,0,0,285.6,167.8,87.0,ACTIVE,15.6,16.0,18.6,18.1,17.8,16.1,18.5,,17.7,18.7,18.3,18.3,18.3,18.3,18.3,18.3,18.3
8439,Aaron Rodgers,GB,QB,13,0,0,283.8,110.7,88.9,ACTIVE,19.1,20.5,19.0,19.1,19.4,18.8,21.9,18.0,,19.4,18.1,18.1,,18.1,18.1,18.1,18.1
15847,Travis Kelce,KC,TE,12,0,0,283.4,15.7,100.0,ACTIVE,18.1,20.2,17.9,17.9,17.7,19.0,19.3,17.3,16.1,16.3,17.3,,17.3,17.3,17.3,17.3,17.3
2976212,Stefon Diggs,BUF,WR,7,0,0,283.1,16.3,96.3,ACTIVE,17.1,17.0,17.6,17.3,18.8,17.3,,18.4,17.0,16.9,18.0,18.0,18.0,18.0,18.0,18.0,18.0
3917792,Daniel Jones,NYG,QB,10,0,0,281.5,167.8,84.3,QUESTIONABLE,14.8,15.7,19.3,16.6,19.6,19.3,16.6,19.9,17.7,,17.4,17.4,17.4,17.4,17.4,17.4,17.4
4259545,D'Andre Swift,DET,RB,9,0,0,277.9,47.2,98.1,ACTIVE,13.5,14.8,14.6,16.3,16.7,16.8,17.6,20.3,,19.4,18.3,18.3,18.3,18.3,18.3,18.3,18.3
3126486,Deebo Samuel,SF,WR,6,0,0,273.9,48.4,99.3,ACTIVE,12.6,14.4,15.2,16.5,17.2,,17.7,18.7,17.8,16.9,18.1,18.1,18.1,18.1,18.1,18.1,18.1
4242335,Jonathan Taylor,IND,RB,14,0,0,273.7,9.4,100.0,ACTIVE,15.6,17.6,17.4,16.4,14.2,16.1,16.4,17.0,19.2,18.8,17.5,17.5,17.5,,17.5,17.5,17.5
14880,Kirk Cousins,MIN,QB,7,0,0,272.8,164.3,92.6,ACTIVE,16.4,16.0,17.7,17.8,19.8,15.3,,18.4,18.7,17.6,16.5,16.5,16.5,16.5,16.5,16.5,16.5
4262921,Justin Jefferson,MIN,WR,7,0,0,268.2,28.9,97.0,ACTIVE,15.4,15.4,15.8,17.2,16.9,16.2,,17.5,17.6,16.4,17.1,17.1,17.1,17.1,17.1,17.1,17.1
3116593,Dalvin Cook,MIN,RB,7,0,0,265.7,7.2,90.2,ACTIVE,20.6,20.3,,20.7,,18.4,,20.4,18.1,18.9,18.3,18.3,18.3,18.3,18.3,18.3,18.3
3051392,Ezekiel Elliott,DAL,RB,7,0,0,263.3,19.4,97.2,QUESTIONABLE,14.5,16.6,15.8,15.2,18.0,15.9,,13.5,17.7,17.1,17.0,17.0,17.0,17.0,17.0,17.0,17.0
3116165,Chris Godwin,TB,WR,9,0,0,262.1,57.0,97.3,QUESTIONABLE,13.8,14.2,14.6,15.0,15.0,14.9,15.5,17.2,,17.3,17.8,17.8,17.8,17.8,17.8,17.8,17.8
4362628,Ja'Marr Chase,CIN,WR,10,0,0,261.1,52.9,98.7,ACTIVE,10.4,13.3,14.7,15.4,14.5,15.3,16.2,16.9,17.0,,18.2,18.2,18.2,18.2,18.2,18.2,18.2
15818,Keenan Allen,LAC,WR,7,0,0,259.0,34.3,95.6,ACTIVE,14.8,16.7,16.4,17.9,16.6,17.8,,15.3,15.2,16.5,16.0,16.0,16.0,16.0,16.0,16.0,16.0
4047650,DK Metcalf,SEA,WR,9,0,0,258.6,25.0,96.0,QUESTIONABLE,16.4,16.9,17.5,18.9,19.2,17.6,15.5,14.8,,16.2,15.1,15.1,15.1,15.1,15.1,15.1,15.1
2573079,Carson Wentz,IND,QB,14,0,0,255.9,167.4,90.7,ACTIVE,15.5,14.5,16.6,15.4,16.0,17.2,14.4,17.6,18.4,18.3,15.3,15.3,15.3,,15.3,15.3,15.3
4241389,CeeDee Lamb,DAL,WR,7,0,0,255.7,42.3,97.6,ACTIVE,14.9,14.5,17.1,15.8,14.7,14.4,,12.8,15.9,15.1,17.2,17.2,17.2,17.2,17.2,17.2,17.2
3116385,Joe Mixon,CIN,RB,10,0,0,255.5,18.6,96.7,ACTIVE,14.6,16.0,16.9,19.6,13.6,17.5,16.2,14.8,15.5,,15.8,15.8,15.8,15.8,15.8,15.8,15.8
11237,Matt Ryan,ATL,QB,6,0,0,253.2,167.7,83.3,ACTIVE,16.5,16.6,16.1,16.7,16.5,,19.6,16.6,15.7,17.7,14.4,14.4,14.4,14.4,14.4,14.4,14.4
3117251,Christian McCaffrey,CAR,RB,13,0,0,252.2,4.4,88.8,QUESTIONABLE,21.3,21.3,25.8,,,,,,19.6,21.4,23.8,23.8,,23.8,23.8,23.8,23.8
